periode,m1,m2,n,DM,pval,sig
2024,AR(p),Ridge + Bagging,12,2.054698356232181,0.03990814882208671,**
2024,LightGBM + Bagging,LinearRegression,12,6.912847793591753,4.750200233161195e-12,***
2024,LightGBM + Bagging,Ridge + Bagging,12,6.857255211434434,7.01971814009994e-12,***
2024,LinearRegression,Ridge + Bagging,12,-2.356810569933306,0.0184326470247671,**
2025,AR(1),AR(p),8,-0.5470237426233149,0.5843624206363613,
2025,AR(1),LightGBM + Bagging,8,-2.4803582312412362,0.013125044522114493,**
2025,AR(1),LinearRegression,8,-1.8456450947425027,0.06494375424013521,*
2025,AR(1),Ridge + Bagging,8,-1.6531911844568856,0.09829196004442231,*
2025,AR(p),LightGBM + Bagging,8,-2.607295945855074,0.009126044619139684,***
2025,AR(p),LinearRegression,8,-1.9247566695266614,0.05425980717300205,*
2025,AR(p),Ridge + Bagging,8,-1.7053950409401513,0.08812077260780105,*
2025,LightGBM + Bagging,LinearRegression,8,-0.7294852957820608,0.4657048591352939,
2025,LightGBM + Bagging,Ridge + Bagging,8,2.7388005857204423,0.006166376297457088,***
2025,LinearRegression,Ridge + Bagging,8,1.9115917440555503,0.05592857910228766,*
